Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,league
銀次,Eagles,1e4,内野手,13,174,78,A型,右,左,岩手,1988-02-24,33,0.271,108,424,373,101,3,39,1,41,3,38,6,3,0.347,0.354,0.701,4.69,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
山﨑　剛,Eagles,1e3,内野手,1,173,74,AB型,右,左,福岡,1995-12-29,34,0.077,13,13,13,1,0,0,1,0,0,3,0,2,0.077,0.077,0.154,-2.38,-2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
島内　宏明,Eagles,5500,外野手,7,180,75,B型,左,左,石川,1990-02-02,35,0.27,72,322,282,76,7,35,7,30,5,33,3,8,0.348,0.401,0.749,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
内田　靖人,Eagles,700,内野手,5,185,86,O型,右,右,福島,1995-05-30,36,0.209,28,76,67,14,4,7,0,8,1,31,0,1,0.303,0.433,0.735,4.41,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
嶋　基宏,Eagles,1e4,捕手,12,179,82,A型,右,右,岐阜,1984-12-13,37,0.204,101,323,279,57,0,20,1,28,1,80,15,3,0.279,0.247,0.527,2.08,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西宮　悠介,Eagles,1600,投手,5,180,80,A型,左,左,茨城,1991-05-01,38,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,0,0,0,1,0,31,7.1,2,0,8,1,8,1,1,1.36,4.62,P
下妻　貴寛,Eagles,700,捕手,6,186,85,B型,右,右,山形,1994-04-15,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
ウィーラー,Eagles,2e4,内野手,4,178,100,不明,右,右,アメリカ,1987-01-16,40,0.248,78,305,274,68,8,31,3,24,5,69,0,13,0.318,0.369,0.687,3.61,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
青山　浩二,Eagles,2e3,投手,13,180,80,B型,右,右,北海道,1983-08-12,41,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,3,1,0,18,0.75,163,40.1,28,2,16,4,30,10,9,1.09,3.69,P
ハーマン,Eagles,1e4,投手,2,193,100,不明,右,左,アメリカ,1984-05-30,42,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,2,2,18,12,0.5,177,44.2,33,2,16,2,44,10,7,1.1,2.81,P
宋　家豪,Eagles,440,投手,3,185,92,不明,右,左,台湾,1992-09-06,43,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,4,2,0,5,0.667,122,29.1,21,4,16,0,27,8,7,1.26,4.18,P
足立　祐一,Eagles,1800,捕手,3,178,83,A型,右,右,東京,1989-09-22,44,0.133,19,17,15,2,0,0,0,1,0,2,1,1,0.188,0.133,0.321,-0.49,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
菅原　秀,Eagles,1200,投手,2,183,78,O型,右,左,大阪,1994-04-05,45,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,0,0,0,0,0,81,19.2,14,3,13,0,16,13,13,1.37,5.46,P
濱矢　廣大,Eagles,950,投手,5,185,78,A型,左,左,奈良,1993-02-27,46,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,0,0,0,0,0,41,9.2,9,1,4,0,8,4,4,1.34,4.05,P
渡邊　佑樹,Eagles,1e3,投手,1,183,85,A型,左,左,山梨,1995-11-08,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
伊志嶺　忠,Eagles,1100,捕手,11,178,78,AB型,右,左,沖縄,1985-06-22,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
アマダー,Eagles,6e3,内野手,3,193,135,不明,右,右,メキシコ,1987-01-19,49,0.269,62,234,212,57,20,42,1,22,0,57,0,8,0.338,0.58,0.918,6.4,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
耀飛,Eagles,700,外野手,1,180,96,A型,右,右,大阪,1996-03-05,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
フェルナンド,Eagles,700,外野手,4,175,79,O型,右,右,ブラジル,1992-04-13,51,0.188,11,16,16,3,0,0,0,0,0,5,0,0,0.188,0.188,0.375,0.46,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
森原　康平,Eagles,1600,投手,2,185,88,AB型,右,左,広島,1991-12-26,52,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13,0,0,0,0,0,13,2.2,4,0,1,0,2,3,3,1.88,2.75,P
高梨　雄平,Eagles,3e3,投手,2,175,81,O型,左,左,埼玉,1992-07-13,53,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,1,3,1,12,0.25,149,33.2,27,1,17,3,41,13,9,1.31,2.59,P
ペゲーロ,Eagles,2e4,外野手,3,192,119,不明,左,左,ドミニカ共和国,1987-02-22,54,0.234,86,341,303,71,17,44,1,35,2,116,0,8,0.317,0.432,0.749,4.55,4.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
横山　貴明,Eagles,590,投手,5,180,79,A型,右,右,福島,1991-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
ディクソン,Eagles,3400,外野手,1,180,100,不明,右,右,アメリカ,1990-02-09,55,0.205,12,40,39,8,1,3,0,1,0,17,0,0,0.225,0.282,0.507,1.5,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
寺岡　寛治,Eagles,600,投手,1,180,89,B型,右,右,福岡,1992-12-03,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
八百板　卓丸,Eagles,440,外野手,4,180,76,O型,右,左,福島,1997-01-17,57,0.227,19,26,22,5,0,0,1,1,1,10,2,1,0.292,0.227,0.519,1.36,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
辛島　航,Eagles,4200,投手,10,173,72,A型,左,左,福岡,1990-10-18,58,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,4,8,0,0,0.333,399,94,90,7,35,7,82,38,36,1.33,3.65,P
菊池　保則,Eagles,1200,投手,11,180,80,O型,右,左,茨城,1989-09-18,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
古川　侑利,Eagles,750,投手,5,178,78,AB型,右,右,佐賀,1995-09-08,60,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,4,6,0,0,0.4,303,71,69,7,33,0,59,31,31,1.44,4.09,P
鶴田　圭祐,Eagles,600,投手,2,180,88,A型,左,左,滋賀,1994-05-12,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西口　直人,Eagles,600,投手,2,183,83,B型,右,右,大阪,1996-11-14,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
小山　雄輝,Eagles,1900,投手,8,187,82,O型,右,右,愛知,1988-12-05,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
福山　博之,Eagles,12e3,投手,8,172,70,B型,右,右,島根,1989-03-27,64,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,1,2,0,3,0.333,100,21.1,28,1,14,0,4,16,16,1.97,4.9,P
堀内　謙伍,Eagles,600,捕手,3,174,82,A型,右,左,静岡,1997-04-15,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
村林　一輝,Eagles,600,内野手,3,180,73,O型,右,右,大阪,1997-10-06,66,0.25,7,4,4,1,0,0,0,0,0,3,0,0,0.25,0.5,0.75,4.46,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西巻　賢二,Eagles,500,内野手,1,167,68,A型,右,右,福島,1999-04-22,67,0.295,15,46,44,13,0,2,0,1,0,11,1,0,0.311,0.364,0.675,4.23,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
細川　亨,Eagles,2e3,捕手,17,183,103,B型,右,右,青森,1980-01-04,68,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,-2.81,-2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
野元　浩輝,Eagles,500,投手,2,181,73,O型,右,右,長崎,1998-05-16,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
石原　彪,Eagles,500,捕手,2,172,96,A型,右,右,京都,1999-03-08,70,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2.92,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
久保　裕也,Eagles,1500,投手,16,177,78,B型,右,右,福岡,1980-05-23,91,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,1,0,1,3,1,98,22.2,20,4,10,1,18,6,5,1.32,5.15,P
コラレス,Eagles,600,投手,2,188,102,不明,右,右,アメリカ,1990-05-25,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
石橋　良太,Eagles,700,投手,3,175,77,A型,右,左,大阪,1991-06-06,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
今野　龍太,Eagles,540,投手,5,178,70,AB型,右,右,宮城,1995-05-11,98,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0,0,0,0,0,22,5,4,0,4,0,6,1,1,1.6,2.52,P
宮川　将,Eagles,700,投手,6,184,87,A型,右,右,大阪,1990-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
入野　貴大,Eagles,550,投手,4,180,78,A型,右,左,高知,1988-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
匠,Eagles,250,内野手,3,174,91,A型,右,右,三重,1998-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
山田　大樹,Eagles,250,内野手,3,174,89,B型,右,左,三重,1997-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
千葉　耕太,Eagles,240,投手,2,191,87,A型,右,右,岩手,1998-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
南　要輔,Eagles,250,内野手,2,175,73,O型,右,右,東京,1994-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
向谷　拓巳,Eagles,250,内野手,2,170,68,O型,右,左,奈良,1997-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
木村　敏靖,Eagles,250,投手,2,176,78,O型,右,左,奈良,1995-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
井手　亮太郎,Eagles,250,投手,1,185,83,A型,右,左,福岡,1996-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松本　京志郎,Eagles,250,内野手,1,172,72,O型,右,左,福島,1999-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
中村　和希,Eagles,250,外野手,1,173,75,A型,左,左,大阪,1995-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西浦　颯大,Orix,480,外野手,1,178,68,A型,右,左,熊本,1999-05-21,00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
山﨑　福也,Orix,1700,投手,4,188,88,B型,左,左,埼玉,1992-09-09,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,0,1,0,0,0,76,16.2,20,2,7,0,9,11,9,1.62,4.68,P
中島　宏之,Orix,35e3,内野手,16,180,90,A型,右,右,兵庫,1982-07-31,1,0.281,49,140,121,34,2,15,0,14,3,23,1,5,0.367,0.364,0.731,4.63,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
白崎　浩之,Orix,1850,内野手,6,184,89,O型,右,右,北海道,1990-08-20,2,0.271,23,52,48,13,1,7,0,1,2,15,0,1,0.308,0.417,0.724,4.4,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
安達　了一,Orix,6400,内野手,7,179,78,O型,右,右,群馬,1988-01-07,3,0.21,111,400,362,76,3,35,13,16,3,54,14,3,0.246,0.285,0.531,2.26,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
福田　周平,Orix,1e3,内野手,1,169,69,A型,右,左,大阪,1992-08-08,4,0.268,84,218,190,51,0,11,9,15,0,23,13,2,0.322,0.326,0.648,3.48,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西野　真弘,Orix,3100,内野手,4,167,68,O型,右,左,東京,1990-08-02,5,0.293,60,207,188,55,0,16,7,12,0,28,6,5,0.333,0.378,0.711,4.25,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
宗　佑磨,Orix,650,内野手,4,181,78,B型,右,左,東京,1996-06-07,6,0.211,49,196,180,38,1,9,2,11,1,37,4,0,0.26,0.306,0.566,2.58,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
後藤　駿太,Orix,2900,外野手,8,180,83,A型,右,左,群馬,1993-03-05,8,0.216,33,43,37,8,0,4,2,3,2,12,1,0,0.31,0.216,0.526,2.53,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
ロメロ,Orix,28750,外野手,2,188,100,不明,右,右,アメリカ,1988-10-17,9,0.238,90,378,344,82,18,45,6,24,6,81,0,8,0.296,0.442,0.738,4.42,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
大城　滉二,Orix,2800,内野手,3,175,75,B型,右,右,沖縄,1993-06-14,10,0.234,102,365,321,75,4,23,10,25,3,66,16,6,0.295,0.312,0.607,2.83,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松葉　貴大,Orix,3650,投手,6,178,82,B型,左,左,兵庫,1990-08-14,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,1,0,0,0,1,69,15.2,19,2,6,0,3,9,9,1.6,5.55,P
マレーロ,Orix,10900,内野手,2,191,95,不明,右,右,アメリカ,1988-07-02,12,0.206,64,230,209,43,11,25,1,19,1,64,0,5,0.274,0.421,0.695,3.7,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
山岡　泰輔,Orix,4300,投手,2,172,68,A型,右,左,広島,1995-09-22,13,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,4,10,0,4,0.286,471,110.1,105,18,39,5,85,58,51,1.31,4.87,P
吉田　一将,Orix,3e3,投手,5,191,94,A型,右,左,奈良,1989-09-24,14,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,3,4,0,20,0.429,201,48.2,41,2,15,3,46,18,18,1.15,2.63,P
佐藤　達也,Orix,5500,投手,7,178,77,B型,右,右,埼玉,1986-07-26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
増井　浩俊,Orix,3e4,投手,9,181,74,A型,右,右,静岡,1984-06-26,17,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,1,4,30,9,0.2,239,56,45,4,30,1,61,14,14,1.34,3.32,P
岸田　護,Orix,5e3,投手,13,180,80,A型,右,右,大阪,1981-05-10,18,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,0,0,0,1,0,19,4.1,6,0,1,0,4,2,2,1.62,1.97,P
金子　千尋,Orix,5e4,投手,14,180,77,O型,右,左,新潟,1983-11-08,19,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,4,7,0,0,0.364,430,100,97,11,35,3,72,47,43,1.32,4.25,P
近藤　大亮,Orix,3500,投手,3,177,75,O型,右,右,大阪,1991-05-29,20,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3,3,0,8,0.5,193,47.2,28,6,23,0,47,18,18,1.07,4.04,P
西　勇輝,Orix,12e3,投手,10,181,80,B型,右,右,三重,1990-11-10,21,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,6,11,0,0,0.353,522,124,127,12,26,5,94,56,56,1.23,3.56,P
髙城　俊人,Orix,1800,捕手,7,176,86,AB型,右,右,福岡,1993-05-03,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
伏見　寅威,Orix,1e3,捕手,6,182,88,AB型,右,右,北海道,1990-05-12,23,0.287,68,184,171,49,1,17,0,10,2,34,1,5,0.333,0.398,0.731,4.53,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
宮﨑　祐樹,Orix,1800,外野手,8,178,85,A型,右,右,佐賀,1986-11-29,24,0.238,33,102,84,20,3,8,1,14,3,22,1,2,0.366,0.381,0.747,5.13,5.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西村　凌,Orix,750,捕手,1,178,84,O型,右,右,滋賀,1996-02-21,25,0.203,27,82,79,16,2,6,2,3,0,21,0,1,0.232,0.329,0.561,2.44,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
東明　大貴,Orix,2550,投手,5,178,77,O型,右,右,岐阜,1989-06-15,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,22,6,5,0,0,0,3,0,0,0.83,2.12,P
アルバース,Orix,10170,投手,1,185,91,不明,左,右,カナダ,1985-10-06,27,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,9,2,0,0,0.818,455,114,105,10,21,2,83,40,39,1.11,3.41,P
塚原　頌平,Orix,2250,投手,8,184,90,O型,右,左,茨城,1992-07-08,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
田嶋　大樹,Orix,1500,投手,1,182,77,A型,左,左,栃木,1996-08-03,29,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,6,3,0,0,0.667,291,68.2,60,9,24,4,69,33,31,1.22,4.04,P
Ｋ－鈴木,Orix,1200,投手,1,186,88,A型,右,右,千葉,1994-01-21,30,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59,0,0,0,0,0,42,7.1,11,3,9,0,2,9,7,2.73,11.57,P
小谷野　栄一,Orix,6300,内野手,16,177,88,O型,右,右,東京,1980-10-10,31,0.21,69,257,229,48,1,17,0,22,2,41,4,4,0.285,0.262,0.547,2.41,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
ディクソン,Orix,21800,投手,6,195,84,不明,右,右,アメリカ,1984-11-03,32,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,4,5,0,0,0.444,392,94,87,7,24,5,82,39,38,1.18,3.27,P
縞田　拓弥,Orix,1250,内野手,7,180,80,O型,右,右,福岡,1987-01-22,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
吉田　正尚,Orix,3100,外野手,3,173,83,B型,右,左,福井,1993-07-15,34,0.311,114,475,409,127,21,74,2,54,5,62,0,7,0.392,0.531,0.922,7.68,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
比嘉　幹貴,Orix,1500,投手,9,177,77,A型,右,右,沖縄,1982-12-07,35,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0,2,1,7,0,101,27.2,13,2,6,2,19,4,4,0.69,3.12,P
山足　達也,Orix,700,内野手,1,174,76,AB型,右,右,大阪,1993-10-26,36,0.167,18,58,48,8,0,4,2,7,2,10,1,2,0.298,0.188,0.486,1.88,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
若月　健矢,Orix,2e3,捕手,5,179,90,O型,右,右,埼玉,1995-10-04,37,0.211,87,227,199,42,0,16,1,6,2,56,19,4,0.24,0.236,0.477,1.43,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
小島　脩平,Orix,2300,内野手,7,177,78,O型,右,左,群馬,1987-06-05,38,0.133,28,48,45,6,0,2,3,3,0,9,0,0,0.188,0.156,0.343,0.38,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
小林　慶祐,Orix,2e3,投手,2,187,86,B型,右,右,千葉,1992-11-02,39,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,1,0,50,9,20,4,5,0,9,13,11,2.78,8.56,P
鈴木　昂平,Orix,1200,内野手,3,175,77,B型,右,右,東京,1991-06-20,40,0.167,24,14,12,2,0,0,0,0,2,4,0,0,0.286,0.167,0.452,1.75,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
